POSITION sPOSITION AREA sAREA WIDTH sWIDTH R BETA
33.76512599670819 1.0 335.0122860658255 20.70610841476897 8.0 1.0 49.17538524269099 14.277785695226225
71.75211705818718 1.0 211.7916101330914 18.16688682595797 8.0 1.0 49.17538524269099 14.277785695226225
106.97361672254782 1.0 157.70459632218018 17.511070360545002 8.0 1.0 49.17538524269099 14.277785695226225
174.56558043863234 1.6588145424627563 42.023437721768026 23.892829273882572 8.0 1.0 49.17538524269099 14.277785695226225
150.14388282994662 1.0 178.6712636216014 19.80640509207954 8.0 1.0 49.17538524269099 14.277785695226225
197.32506316726895 1.0 457.77391583746 31.22008783991613 8.0 1.0 49.17538524269099 14.277785695226225
252.36118163064782 1.0090819382168617 128.8103297600851 14.015566662991578 8.0 0.5418502770415019 49.17538524269099 14.277785695226225
302.4330302053736 0.8932798088192248 570.3279410716464 40.208715715106656 8.0 0.5418502770415019 49.17538524269099 14.277785695226225
324.88634465211834 1.0197596797501625 424.66100568822515 34.627711482428325 8.0 0.5418502770415019 49.17538524269099 14.277785695226225
361.6254705312551 1.0 428.86248219526635 22.417570834884867 8.0 0.5418502770415019 49.17538524269099 14.277785695226225
396.6982889696006 1.0006970316284411 226.13357144702132 21.604638113543874 8.0 0.931658980025352 49.17538524269099 14.277785695226225
449.18107070395024 1.0015186236767135 222.32625807138567 21.435376537795566 8.0 0.931658980025352 49.17538524269099 14.277785695226225
469.1544643135984 1.0319982981273241 96.92837941118873 22.74475213409748 8.0 0.931658980025352 49.17538524269099 14.277785695226225
489.22504799356255 0.9961367588763351 140.81827495378695 19.36838416470477 8.0 0.931658980025352 49.17538524269099 14.277785695226225
520.0868076138539 1.0 96.76101433546285 21.548455570188867 8.0 1.0 49.17538524269099 14.277785695226225
550.6144475158505 0.6321859537946173 798.0149695779078 35.368248868223496 8.0 1.0 49.17538524269099 14.277785695226225
596.2867200036052 1.0 595.9079061797455 31.070748373452385 8.0 1.0 49.17538524269099 14.277785695226225
675.6330979269245 1.0 163.3258395734476 16.816162534271204 8.0 1.0 49.17538524269099 14.277785695226225
711.4930857610772 0.9984321641278803 148.3314792645304 15.23207334518102 8.0 1.4210603224547496 49.17538524269099 14.277785695226225
750.5108363818885 1.0022065731769534 101.20344698368268 11.518424251397926 8.0 1.4210603224547496 49.17538524269099 14.277785695226225
814.13587642903 1.0329361200340563 306.12430164665557 18.032141651667274 8.0 0.555854608652764 49.17538524269099 14.277785695226225
901.2633720138919 1.0209496359249441 405.26466466137674 20.623569827074213 8.0 0.555854608652764 49.17538524269099 14.277785695226225
957.4905451036606 0.9965756519770685 127.93780981259955 18.962102468742373 7.577443445227143 0.7821880433912084 49.17538524269099 14.277785695226225
979.3323470083549 1.0870044403629529 251.49049803639915 22.006267063034265 7.577443445227143 0.7821880433912084 49.17538524269099 14.277785695226225
1036.8800310504273 1.014960902139358 215.90555756258473 16.31848347996162 7.577443445227143 0.7821880433912084 49.17538524269099 14.277785695226225
1066.9222896284823 1.0006975823617865 54.37972991444401 9.5340487280409 7.577443445227143 0.7821880433912084 49.17538524269099 14.277785695226225
1118.3545186251074 0.9988495178119123 99.58348231994138 13.703765126611623 5.127463209151682 0.9765096378647009 49.17538524269099 14.277785695226225
1138.419888305878 0.9964848925738934 88.61406216538114 18.12020565647041 5.127463209151682 0.9765096378647009 49.17538524269099 14.277785695226225
