POSITION sPOSITION AREA sAREA WIDTH sWIDTH R BETA
53.880250603101594 0.9959724922010197 1494.7964257345286 66.77518125123743 8.921234273156694 0.47134921239551947 23.130571333117445 17.055731872618153
224.1759381474149 1.0015474823189043 872.7659118793782 44.63250185731632 10.0 0.6058021864648939 23.130571333117445 17.055731872618153
280.3922948735733 1.0 163.71291376203703 15.431647010608616 4.996108754516629 0.20271459598335465 23.130571333117445 17.055731872618153
330.2660688838844 1.0 769.3822168482675 28.74710754919197 4.996108754516629 0.20271459598335465 23.130571333117445 17.055731872618153
360.954716694151 0.4423886273998927 502.27826533613455 30.770184113946208 4.996108754516629 0.20271459598335465 23.130571333117445 17.055731872618153
381.83052557576497 1.0 131.02732509639657 16.791584258582677 4.996108754516629 0.20271459598335465 23.130571333117445 17.055731872618153
413.3666316333747 1.0 494.6715579963351 24.463291620159442 4.996108754516629 0.20271459598335465 23.130571333117445 17.055731872618153
537.9252505340919 0.9996827023702155 172.0312587055363 25.076384295973266 10.0 0.4070351420243815 23.130571333117445 17.055731872618153
579.5175401824562 1.0061162300626547 128.87853175892042 22.725892989342817 10.0 0.4070351420243815 23.130571333117445 17.055731872618153
617.9643498232009 0.994793174593379 627.9573305227063 33.93741784539014 10.0 0.4070351420243815 23.130571333117445 17.055731872618153
739.6668633858972 0.9991629017406095 182.9279482355421 19.549841476814834 10.0 0.4070351420243815 23.130571333117445 17.055731872618153
869.8686648590161 1.0020900546217564 91.68504644638617 11.999499067924244 10.0 0.4070351420243815 23.130571333117445 17.055731872618153
941.7961143206246 0.9167752807825712 136.48931374508348 13.727419944038749 5.797657005117117 0.5671591726879042 23.130571333117445 17.055731872618153
1009.3711400900837 1.0 589.5999816175747 44.12448811309515 5.797657005117117 0.5671591726879042 23.130571333117445 17.055731872618153
1073.2587111379771 0.38532006155228665 664.2516731170413 40.16450393480863 6.215490987153374 0.46331334871645663 23.130571333117445 17.055731872618153
1212.6533720440145 1.0011480602833098 378.7841628285467 25.78094049310481 4.806444733948953 0.4440079083697683 23.130571333117445 17.055731872618153
1254.9848061235195 1.0 2937.063368713966 138.44996761302028 4.806444733948953 0.4440079083697683 23.130571333117445 17.055731872618153
1315.2411787607098 1.0 310.1293062086977 27.720480114378486 4.806444733948953 0.4440079083697683 23.130571333117445 17.055731872618153
1489.1683027694994 1.4522110989241521 907.895994063779 84.52537563287657 5.449624648489172 0.422502476118624 23.130571333117445 17.055731872618153
1529.8121672869581 1.0 1928.4487032874617 107.786505660662 5.449624648489172 0.422502476118624 23.130571333117445 17.055731872618153
1623.6427199695386 1.0 1586.1503701752672 74.36351276412648 5.449624648489172 0.422502476118624 23.130571333117445 17.055731872618153
1652.1177308809406 1.0 1343.4628619144314 79.66255681900908 5.449624648489172 0.422502476118624 23.130571333117445 17.055731872618153
1804.430211961229 1.0235880207779136 227.455490718657 19.687845028527768 10.0 1.133024165696303 23.130571333117445 17.055731872618153
1882.75971285461 1.0 1064.6856703810852 82.12412980128397 10.0 1.133024165696303 23.130571333117445 17.055731872618153
